club_id,club,player_name,nationality,position,age,born,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,p90_gls,p90_ast,p90_g+a,p90_g-pk,p90_g+a-pk,p90_xg,p90_xag,p90_xg+xag,p90_npxg,p90_npxg+xag,matches
10,Middlesbrough,Rav van den Berg,Netherlands,DF,20.0,2004.0,27,23,2128,23.6,0,0,0,0,0,0,4,1,0.4,0.4,0.3,0.7,10,104,6,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/e962e4b5/matchlogs/2024-2025/summary/Rav-van-den-Berg-Match-Logs
1,Blackburn Rovers,Emmanuel Dennis,Nigeria,"FW,MF",26.0,1997.0,6,1,160,1.8,0,1,1,0,0,0,3,1,0.1,0.1,0.5,0.6,8,11,16,0.0,0.56,0.56,0.0,0.56,0.07,0.3,0.37,0.07,0.37,https://fbref.com/en/players/2c44a35d/matchlogs/2024-2025/summary/Emmanuel-Dennis-Match-Logs
15,Portsmouth,Terry Devlin,Northern Ireland,"DF,MF",20.0,2003.0,34,13,1562,17.4,0,1,1,0,0,0,2,0,0.3,0.3,0.7,1.1,15,47,33,0.0,0.06,0.06,0.0,0.06,0.02,0.04,0.06,0.02,0.06,https://fbref.com/en/players/222ba28e/matchlogs/2024-2025/summary/Terry-Devlin-Match-Logs
24,West Bromwich Albion,Ousmane Diakité,Mali,"MF,DF",24.0,2000.0,22,9,860,9.6,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,4,26,8,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/b9334454/matchlogs/2024-2025/summary/Ousmane-Diakite-Match-Logs
24,West Bromwich Albion,Grady Diangana,Democratic Republic of the Congo,"FW,MF",26.0,1998.0,34,14,1494,16.6,4,3,7,4,0,0,1,0,3.6,3.6,2.3,5.9,38,74,98,0.24,0.18,0.42,0.24,0.42,0.22,0.14,0.36,0.22,0.36,https://fbref.com/en/players/f522d7ec/matchlogs/2024-2025/summary/Grady-Diangana-Match-Logs
2,Bristol City,Robert Dickie,England,DF,28.0,1996.0,36,35,3121,34.7,2,1,3,2,0,0,5,1,2.4,2.4,0.6,3.0,8,95,1,0.06,0.03,0.09,0.06,0.09,0.07,0.02,0.09,0.07,0.09,https://fbref.com/en/players/c7dfc411/matchlogs/2024-2025/summary/Robert-Dickie-Match-Logs
10,Middlesbrough,Seny Dieng,Senegal,GK,29.0,1994.0,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,https://fbref.com/en/players/c135cddd/matchlogs/2024-2025/summary/Seny-Dieng-Match-Logs
10,Middlesbrough,Anfernee Dijksteel,Suriname,DF,27.0,1996.0,33,27,2525,28.1,2,1,3,2,0,0,5,0,0.4,0.4,1.6,2.1,57,117,77,0.07,0.04,0.11,0.07,0.11,0.02,0.06,0.07,0.02,0.07,https://fbref.com/en/players/1ecc03bc/matchlogs/2024-2025/summary/Anfernee-Dijksteel-Match-Logs
24,West Bromwich Albion,Daryl Dike,United States,"FW,MF",24.0,2000.0,11,1,227,2.5,1,1,2,1,0,0,1,0,0.7,0.7,1.0,1.7,1,4,10,0.4,0.4,0.79,0.4,0.79,0.29,0.38,0.67,0.29,0.67,https://fbref.com/en/players/d4cfc93c/matchlogs/2024-2025/summary/Daryl-Dike-Match-Logs
20,Stoke City,Jaden Dixon,England,"FW,DF",17.0,2007.0,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/437f821e/matchlogs/2024-2025/summary/Jaden-Dixon-Match-Logs
17,Queens Park Rangers,Elijah Dixon-Bonner,England,"MF,FW",23.0,2001.0,3,0,10,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/931bf61a/matchlogs/2024-2025/summary/Elijah-Dixon-Bonner-Match-Logs
12,Norwich City,Lewis Dobbin,England,FW,21.0,2003.0,10,8,640,7.1,2,0,2,2,0,0,1,0,1.1,1.1,0.6,1.7,20,12,58,0.28,0.0,0.28,0.28,0.28,0.16,0.08,0.24,0.16,0.24,https://fbref.com/en/players/e814e1cf/matchlogs/2024-2025/summary/Lewis-Dobbin-Match-Logs
24,West Bromwich Albion,Lewis Dobbin,England,"FW,MF",21.0,2003.0,17,1,340,3.8,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,12,10,25,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.08,0.08,0.08,https://fbref.com/en/players/e814e1cf/matchlogs/2024-2025/summary/Lewis-Dobbin-Match-Logs
1,Blackburn Rovers,Tyrhys Dolan,England,"FW,MF",22.0,2001.0,44,40,3175,35.3,7,6,13,6,1,1,12,0,7.2,6.5,4.6,11.0,95,104,221,0.2,0.17,0.37,0.17,0.34,0.21,0.13,0.33,0.18,0.31,https://fbref.com/en/players/ce967905/matchlogs/2024-2025/summary/Tyrhys-Dolan-Match-Logs
9,Luton Town,Alfie Doughty,England,"DF,MF",24.0,1999.0,26,25,2037,22.6,1,4,5,1,0,0,5,0,0.8,0.8,6.6,7.4,64,80,115,0.04,0.18,0.22,0.04,0.22,0.03,0.29,0.33,0.03,0.33,https://fbref.com/en/players/bf33b257/matchlogs/2024-2025/summary/Alfie-Doughty-Match-Logs
23,Watford,Mamadou Doumbia,Mali,FW,18.0,2006.0,19,12,968,10.8,2,0,2,2,0,0,2,0,2.2,2.2,0.3,2.5,8,7,46,0.19,0.0,0.19,0.19,0.19,0.2,0.03,0.23,0.2,0.23,https://fbref.com/en/players/034084d1/matchlogs/2024-2025/summary/Mamadou-Doumbia-Match-Logs
5,Coventry City,Oliver Dovin,Sweden,GK,22.0,2002.0,28,28,2467,27.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/9f12e0f8/matchlogs/2024-2025/summary/Oliver-Dovin-Match-Logs
12,Norwich City,Callum Doyle,England,DF,20.0,2003.0,40,38,3440,38.2,1,7,8,1,0,0,11,0,1.5,1.5,3.8,5.3,36,191,62,0.03,0.18,0.21,0.03,0.21,0.04,0.1,0.14,0.04,0.14,https://fbref.com/en/players/984eb48c/matchlogs/2024-2025/summary/Callum-Doyle-Match-Logs
15,Portsmouth,Andre Dozzell,England,MF,25.0,1999.0,39,32,2817,31.3,2,1,3,2,0,0,11,0,2.5,2.5,1.6,4.1,8,85,33,0.06,0.03,0.1,0.06,0.1,0.08,0.05,0.13,0.08,0.13,https://fbref.com/en/players/8f660142/matchlogs/2024-2025/summary/Andre-Dozzell-Match-Logs
7,Hull City,Cody Drameh,England,DF,22.0,2001.0,28,17,1649,18.3,1,1,2,1,0,0,2,0,0.4,0.4,1.1,1.6,49,91,47,0.05,0.05,0.11,0.05,0.11,0.02,0.06,0.09,0.02,0.09,https://fbref.com/en/players/e0d1510a/matchlogs/2024-2025/summary/Cody-Drameh-Match-Logs
12,Norwich City,Shane Duffy,Republic of Ireland,DF,32.0,1992.0,45,45,4040,44.9,4,0,4,4,0,0,4,0,3.2,3.2,1.5,4.8,16,119,8,0.09,0.0,0.09,0.09,0.09,0.07,0.03,0.11,0.07,0.11,https://fbref.com/en/players/7314bba4/matchlogs/2024-2025/summary/Shane-Duffy-Match-Logs
17,Queens Park Rangers,Jimmy Dunne,Republic of Ireland,DF,26.0,1997.0,45,45,4050,45.0,5,2,7,5,0,0,9,0,4.8,4.8,2.6,7.5,56,130,66,0.11,0.04,0.16,0.11,0.16,0.11,0.06,0.17,0.11,0.17,https://fbref.com/en/players/1fdfd6da/matchlogs/2024-2025/summary/Jimmy-Dunne-Match-Logs
1,Blackburn Rovers,Leonard Duru,England,DF,19.0,2005.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ca9e1a50/matchlogs/2024-2025/summary/Leonard-Duru-Match-Logs
23,Watford,Pierre Dwomoh,Belgium,MF,20.0,2004.0,9,6,530,5.9,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.8,8,20,7,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,https://fbref.com/en/players/f2de3a43/matchlogs/2024-2025/summary/Pierre-Dwomoh-Match-Logs
17,Queens Park Rangers,Lyndon Dykes,Scotland,FW,28.0,1995.0,1,0,6,0.1,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,15.0,0.0,15.0,15.0,15.0,1.53,0.0,1.53,1.53,1.53,https://fbref.com/en/players/cd92357a/matchlogs/2024-2025/summary/Lyndon-Dykes-Match-Logs
2,Bristol City,George Earthy,England,"MF,FW",19.0,2004.0,37,11,1457,16.2,3,1,4,3,0,0,3,0,3.5,3.5,1.0,4.5,50,50,126,0.19,0.06,0.25,0.19,0.25,0.22,0.06,0.28,0.22,0.28,https://fbref.com/en/players/123d2733/matchlogs/2024-2025/summary/George-Earthy-Match-Logs
13,Oxford United,Malcolm Ebiowei,England,MF,20.0,2003.0,4,0,68,0.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,5,7,0.0,0.0,0.0,0.0,0.0,0.36,0.18,0.54,0.36,0.54,https://fbref.com/en/players/fa9fa773/matchlogs/2024-2025/summary/Malcolm-Ebiowei-Match-Logs
23,Watford,Festy Ebosele,Republic of Ireland,"DF,MF",21.0,2002.0,18,7,757,8.4,1,1,2,1,0,0,7,0,0.4,0.4,1.7,2.1,30,28,45,0.12,0.12,0.24,0.12,0.24,0.04,0.2,0.25,0.04,0.25,https://fbref.com/en/players/dbfa4f16/matchlogs/2024-2025/summary/Festy-Ebosele-Match-Logs
5,Coventry City,Josh Eccles,England,MF,24.0,2000.0,39,25,2340,26.0,3,3,6,3,0,0,6,0,2.8,2.8,2.9,5.8,40,143,73,0.12,0.12,0.23,0.12,0.23,0.11,0.11,0.22,0.11,0.22,https://fbref.com/en/players/9722d36c/matchlogs/2024-2025/summary/Josh-Eccles-Match-Logs
10,Middlesbrough,George Edmundson,England,DF,26.0,1997.0,24,24,2090,23.2,1,0,1,1,0,0,9,0,2.4,2.4,0.1,2.5,17,91,1,0.04,0.0,0.04,0.04,0.04,0.1,0.0,0.11,0.1,0.11,https://fbref.com/en/players/46ff3923/matchlogs/2024-2025/summary/George-Edmundson-Match-Logs
14,Plymouth Argyle,Joe Edwards,England,DF,33.0,1990.0,17,12,1136,12.6,1,1,2,1,0,0,4,1,1.1,1.1,0.4,1.5,8,42,22,0.08,0.08,0.16,0.08,0.16,0.09,0.03,0.12,0.09,0.12,https://fbref.com/en/players/a04d478f/matchlogs/2024-2025/summary/Joe-Edwards-Match-Logs
13,Oxford United,Kyle Edwards,England,"MF,FW",26.0,1998.0,7,1,199,2.2,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.8,19,10,20,0.0,0.45,0.45,0.0,0.45,0.02,0.32,0.34,0.02,0.34,https://fbref.com/en/players/1566e437/matchlogs/2024-2025/summary/Kyle-Edwards-Match-Logs
3,Burnley,Marcus Edwards,England,"FW,MF",25.0,1998.0,14,12,936,10.4,1,1,2,1,0,0,1,0,1.7,1.7,2.2,3.8,49,50,108,0.1,0.1,0.19,0.1,0.19,0.16,0.21,0.37,0.16,0.37,https://fbref.com/en/players/57760e66/matchlogs/2024-2025/summary/Marcus-Edwards-Match-Logs
17,Queens Park Rangers,Ronnie Edwards,England,"DF,MF",21.0,2003.0,21,20,1819,20.2,2,0,2,2,0,0,2,0,1.7,1.7,0.2,1.9,17,46,6,0.1,0.0,0.1,0.1,0.1,0.08,0.01,0.09,0.08,0.09,https://fbref.com/en/players/be90c4b0/matchlogs/2024-2025/summary/Ronnie-Edwards-Match-Logs
3,Burnley,John Egan,Republic of Ireland,DF,31.0,1992.0,7,1,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/debe38a0/matchlogs/2024-2025/summary/John-Egan-Match-Logs
7,Hull City,John Egan,Republic of Ireland,DF,31.0,1992.0,11,8,730,8.1,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.4,0,14,2,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,https://fbref.com/en/players/debe38a0/matchlogs/2024-2025/summary/John-Egan-Match-Logs
3,Burnley,CJ Egan-Riley,England,DF,21.0,2003.0,41,40,3601,40.0,1,1,2,1,0,0,7,1,1.0,1.0,0.6,1.7,26,129,9,0.02,0.02,0.05,0.02,0.05,0.03,0.02,0.04,0.03,0.04,https://fbref.com/en/players/d313e8ff/matchlogs/2024-2025/summary/CJ-Egan-Riley-Match-Logs
6,Derby County,Callum Elder,Australia,DF,29.0,1995.0,29,24,2149,23.9,0,3,3,0,0,0,8,0,0.4,0.4,3.7,4.1,42,89,87,0.0,0.13,0.13,0.0,0.13,0.02,0.15,0.17,0.02,0.17,https://fbref.com/en/players/6d53d427/matchlogs/2024-2025/summary/Callum-Elder-Match-Logs
11,Millwall,Aidomo Emakhu,Republic of Ireland,"FW,MF",20.0,2003.0,25,6,696,7.7,0,2,2,0,0,0,3,1,0.9,0.9,1.1,2.0,37,14,60,0.0,0.26,0.26,0.0,0.26,0.12,0.14,0.26,0.12,0.26,https://fbref.com/en/players/be7c526f/matchlogs/2024-2025/summary/Aidomo-Emakhu-Match-Logs
10,Middlesbrough,Lukas Engel,Denmark,DF,25.0,1998.0,9,4,368,4.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,8,33,45,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.11,0.05,0.11,https://fbref.com/en/players/aedaf328/matchlogs/2024-2025/summary/Lukas-Engel-Match-Logs
20,Stoke City,Niall Ennis,England,FW,25.0,1999.0,9,1,195,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,13,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,https://fbref.com/en/players/74cae353/matchlogs/2024-2025/summary/Niall-Ennis-Match-Logs
11,Millwall,Romain Esse,England,"FW,MF",19.0,2005.0,24,24,2018,22.4,4,1,5,4,0,0,4,0,2.2,2.2,4.4,6.6,37,73,121,0.18,0.04,0.22,0.18,0.22,0.1,0.2,0.29,0.1,0.29,https://fbref.com/en/players/87189f25/matchlogs/2024-2025/summary/Romain-Esse-Match-Logs
3,Burnley,Maxime Estève,France,DF,22.0,2002.0,46,46,4055,45.1,1,0,1,1,0,0,3,0,0.9,0.9,0.1,1.0,19,140,2,0.02,0.0,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/1a066e69/matchlogs/2024-2025/summary/Maxime-Esteve-Match-Logs
7,Hull City,Oscar Estupiñan,Colombia,FW,27.0,1996.0,2,2,147,1.6,1,0,1,0,1,1,0,0,1.3,0.5,0.0,0.5,0,1,3,0.61,0.0,0.61,0.0,0.0,0.77,0.0,0.77,0.29,0.29,https://fbref.com/en/players/213ab9bb/matchlogs/2024-2025/summary/Oscar-Estupinan-Match-Logs
16,Preston North End,Ched Evans,Wales,"FW,MF",35.0,1988.0,8,0,102,1.1,0,2,2,0,0,0,0,0,0.9,0.9,0.8,1.8,1,0,14,0.0,1.76,1.76,0.0,1.76,0.83,0.74,1.58,0.83,1.58,https://fbref.com/en/players/bb770c52/matchlogs/2024-2025/summary/Ched-Evans-Match-Logs
11,Millwall,George Evans,England,GK,19.0,2005.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/9fa5c6c5/matchlogs/2024-2025/summary/George-Evans-Match-Logs
5,Coventry City,Milan van Ewijk,Netherlands,DF,23.0,2000.0,45,45,4010,44.6,2,2,4,2,0,0,1,0,2.1,2.1,6.0,8.1,99,151,207,0.04,0.04,0.09,0.04,0.09,0.05,0.13,0.18,0.05,0.18,https://fbref.com/en/players/58448fbb/matchlogs/2024-2025/summary/Milan-van-Ewijk-Match-Logs
4,Cardiff City,Malachi Fagan-Walcott,England,DF,22.0,2002.0,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/8263d615/matchlogs/2024-2025/summary/Malachi-Fagan-Walcott-Match-Logs
19,Sheffield Wednesday,Akin Famewo,England,DF,25.0,1998.0,13,11,938,10.4,0,1,1,0,0,0,2,0,0.3,0.3,0.1,0.4,1,22,0,0.0,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/9d9a71c1/matchlogs/2024-2025/summary/Akin-Famewo-Match-Logs
9,Luton Town,Lamine Fanne,Spain,"MF,FW",20.0,2004.0,12,6,584,6.5,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,4,9,12,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.15,0.11,0.15,https://fbref.com/en/players/1f6c538c/matchlogs/2024-2025/summary/Lamine-Fanne-Match-Logs
15,Portsmouth,Jacob Farrell,Australia,DF,21.0,2002.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,https://fbref.com/en/players/72e7ceff/matchlogs/2024-2025/summary/Jacob-Farrell-Match-Logs
12,Norwich City,Christian Fassnacht,Switzerland,"FW,DF",30.0,1993.0,3,1,82,0.9,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,3,8,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.55,0.55,0.55,https://fbref.com/en/players/0aeeed3f/matchlogs/2024-2025/summary/Christian-Fassnacht-Match-Logs
24,West Bromwich Albion,Tom Fellows,England,"FW,MF",21.0,2003.0,45,35,2872,31.9,4,14,18,4,0,0,4,0,4.3,4.3,7.5,11.8,156,48,321,0.13,0.44,0.56,0.13,0.56,0.13,0.23,0.37,0.13,0.37,https://fbref.com/en/players/2fa188f2/matchlogs/2024-2025/summary/Tom-Fellows-Match-Logs
13,Oxford United,Marselino Ferdinan,Indonesia,MF,19.0,2004.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2d916ed0/matchlogs/2024-2025/summary/Marselino-Ferdinan-Match-Logs
17,Queens Park Rangers,Sam Field,England,MF,26.0,1998.0,35,35,2905,32.3,3,0,3,3,0,0,8,0,3.4,3.4,1.4,4.7,14,78,27,0.09,0.0,0.09,0.09,0.09,0.1,0.04,0.15,0.1,0.15,https://fbref.com/en/players/bd8a7d05/matchlogs/2024-2025/summary/Sam-Field-Match-Logs
14,Plymouth Argyle,Tegan Finn,Thailand,MF,,,4,1,144,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,8,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,https://fbref.com/en/players/2172c6c3/matchlogs/2024-2025/summary/Tegan-Finn-Match-Logs
8,Leeds United,Junior Firpo,Dominican Republic,DF,27.0,1996.0,32,30,2616,29.1,4,10,14,4,0,0,7,0,4.1,4.1,6.6,10.8,66,158,236,0.14,0.34,0.48,0.14,0.48,0.14,0.23,0.37,0.14,0.37,https://fbref.com/en/players/24f59bb2/matchlogs/2024-2025/summary/Junior-Firpo-Match-Logs
4,Cardiff City,Will Fish,England,DF,21.0,2003.0,21,14,1376,15.3,0,0,0,0,0,0,4,0,0.8,0.8,0.2,1.0,4,31,5,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/b2ee9d2c/matchlogs/2024-2025/summary/Will-Fish-Match-Logs
12,Norwich City,Kellen Fisher,England,"DF,MF",20.0,2004.0,38,34,2692,29.9,0,4,4,0,0,0,10,0,1.7,1.7,2.6,4.2,45,98,118,0.0,0.13,0.13,0.0,0.13,0.06,0.09,0.14,0.06,0.14,https://fbref.com/en/players/7dc1de91/matchlogs/2024-2025/summary/Kellen-Fisher-Match-Logs
3,Burnley,Zian Flemming,Netherlands,FW,25.0,1998.0,35,28,2424,26.9,12,4,16,12,0,0,3,0,9.3,9.3,3.6,12.9,19,38,90,0.45,0.15,0.59,0.45,0.59,0.34,0.13,0.48,0.34,0.48,https://fbref.com/en/players/b3f36e72/matchlogs/2024-2025/summary/Zian-Flemming-Match-Logs
6,Derby County,Tyrese Fornah,Sierra Leone,MF,24.0,1999.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/205f2e2a/matchlogs/2024-2025/summary/Tyrese-Fornah-Match-Logs
14,Plymouth Argyle,Adam Forshaw,England,MF,32.0,1991.0,16,7,683,7.6,0,0,0,0,0,0,5,1,0.3,0.3,0.1,0.4,4,32,16,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,https://fbref.com/en/players/9f1938ab/matchlogs/2024-2025/summary/Adam-Forshaw-Match-Logs
1,Blackburn Rovers,Adam Forshaw,England,MF,32.0,1991.0,16,5,563,6.3,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.4,3,22,4,0.16,0.0,0.16,0.16,0.16,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/9f1938ab/matchlogs/2024-2025/summary/Adam-Forshaw-Match-Logs
12,Norwich City,Amankwah Forson,Ghana,"MF,FW",21.0,2002.0,21,8,727,8.1,2,2,4,2,0,0,2,0,1.3,1.3,1.3,2.5,11,28,38,0.25,0.25,0.5,0.25,0.5,0.16,0.16,0.32,0.16,0.32,https://fbref.com/en/players/bc62d898/matchlogs/2024-2025/summary/Amankwah-Forson-Match-Logs
10,Middlesbrough,Marcus Forss,Finland,FW,25.0,1999.0,24,6,666,7.4,1,0,1,1,0,0,1,0,2.4,2.4,1.2,3.6,12,7,55,0.14,0.0,0.14,0.14,0.14,0.33,0.16,0.49,0.33,0.49,https://fbref.com/en/players/82c215a0/matchlogs/2024-2025/summary/Marcus-Forss-Match-Logs
6,Derby County,Craig Forsyth,Scotland,DF,35.0,1989.0,39,26,2557,28.4,3,4,7,3,0,0,4,0,2.0,2.0,1.6,3.6,21,104,37,0.11,0.14,0.25,0.11,0.25,0.07,0.06,0.13,0.07,0.13,https://fbref.com/en/players/6f44cb44/matchlogs/2024-2025/summary/Craig-Forsyth-Match-Logs
12,Norwich City,Gabriel Forsyth,Scotland,"MF,FW",17.0,2006.0,5,2,163,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,13,6,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/54ba5d19/matchlogs/2024-2025/summary/Gabriel-Forsyth-Match-Logs
3,Burnley,Lyle Foster,South Africa,FW,23.0,2000.0,28,17,1590,17.7,2,5,7,2,0,0,4,0,4.4,4.4,2.7,7.1,41,37,103,0.11,0.28,0.4,0.11,0.4,0.25,0.15,0.4,0.25,0.4,https://fbref.com/en/players/f84a807c/matchlogs/2024-2025/summary/Lyle-Foster-Match-Logs
17,Queens Park Rangers,Morgan Fox,Wales,DF,30.0,1993.0,26,12,1344,14.9,1,0,1,1,0,0,3,0,0.6,0.6,0.4,0.9,5,29,2,0.07,0.0,0.07,0.07,0.07,0.04,0.02,0.06,0.04,0.06,https://fbref.com/en/players/008f854b/matchlogs/2024-2025/summary/Morgan-Fox-Match-Logs
24,West Bromwich Albion,Gianluca Frabotta,Italy,DF,25.0,1999.0,6,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,7,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/d80b1835/matchlogs/2024-2025/summary/Gianluca-Frabotta-Match-Logs
22,Swansea City,Gonçalo Franco,Portugal,MF,23.0,2000.0,40,39,3141,34.9,2,2,4,2,0,0,6,0,4.2,4.2,2.0,6.2,23,138,82,0.06,0.06,0.11,0.06,0.11,0.12,0.06,0.18,0.12,0.18,https://fbref.com/en/players/9029d5f2/matchlogs/2024-2025/summary/Goncalo-Franco-Match-Logs
17,Queens Park Rangers,Michael Frey,Switzerland,FW,30.0,1994.0,29,21,1781,19.8,8,1,9,7,1,1,6,0,5.5,4.7,1.2,5.9,11,29,69,0.4,0.05,0.45,0.35,0.4,0.28,0.06,0.34,0.24,0.3,https://fbref.com/en/players/33182cb8/matchlogs/2024-2025/summary/Michael-Frey-Match-Logs
10,Middlesbrough,Dael Fry,England,DF,26.0,1997.0,21,15,1416,15.7,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.9,3,37,3,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,https://fbref.com/en/players/43e79bbc/matchlogs/2024-2025/summary/Dael-Fry-Match-Logs
16,Preston North End,Mads Frøkjær-Jensen,Denmark,"FW,MF",25.0,1999.0,38,27,2362,26.2,2,5,7,2,0,0,8,0,1.6,1.6,3.9,5.5,52,125,137,0.08,0.19,0.27,0.08,0.27,0.06,0.15,0.21,0.06,0.21,https://fbref.com/en/players/108e44ca/matchlogs/2024-2025/summary/Mads-Frokjaer-Jensen-Match-Logs
21,Sunderland,Leo Fuhr Hjelde,Norway,DF,20.0,2003.0,15,5,410,4.6,0,1,1,0,0,0,3,0,0.0,0.0,0.2,0.2,3,22,16,0.0,0.22,0.22,0.0,0.22,0.0,0.04,0.04,0.0,0.04,https://fbref.com/en/players/d102b8a2/matchlogs/2024-2025/summary/Leo-Fuhr-Hjelde-Match-Logs
22,Swansea City,Jay Fulton,Scotland,MF,30.0,1994.0,31,13,1289,14.3,1,0,1,1,0,0,6,0,1.6,1.6,0.8,2.5,6,51,23,0.07,0.0,0.07,0.07,0.07,0.11,0.06,0.17,0.11,0.17,https://fbref.com/en/players/434ad289/matchlogs/2024-2025/summary/Jay-Fulton-Match-Logs
24,West Bromwich Albion,Darnell Furlong,England,DF,28.0,1995.0,42,42,3706,41.2,1,3,4,1,0,0,8,1,3.0,3.0,4.7,7.7,66,184,136,0.02,0.07,0.1,0.02,0.1,0.07,0.11,0.19,0.07,0.19,https://fbref.com/en/players/3ec9195b/matchlogs/2024-2025/summary/Darnell-Furlong-Match-Logs
20,Stoke City,Sam Gallagher,England,"FW,MF",28.0,1995.0,22,9,1024,11.4,3,1,4,3,0,0,5,0,3.4,3.4,1.2,4.6,8,17,41,0.26,0.09,0.35,0.26,0.35,0.3,0.1,0.41,0.3,0.41,https://fbref.com/en/players/44361ade/matchlogs/2024-2025/summary/Sam-Gallagher-Match-Logs
14,Plymouth Argyle,Brendan Galloway,Zimbabwe,DF,28.0,1996.0,13,11,980,10.9,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,10,26,14,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,https://fbref.com/en/players/321506b3/matchlogs/2024-2025/summary/Brendan-Galloway-Match-Logs
